               Related              Related ['P5,1288 1458 1512 1506']
                     ,                    , ['P6,1779 3376 1928 3432']
                    M7                   M7 ['P6,1955 3376 2152 3424']
                     ?                    ? ['P6,1955 3376 2152 3424']
X1                    8                    ? ['P6,1955 3376 2152 3424']
X1                    /                  ?8/ ['P6,1955 3376 2152 3424']
X1                  8-9                  8?? ['P6,16 3453 136 3501']
X1                    .                  ?9. ['P6,16 3453 136 3501']
                   The                  The ['P6,164 3453 276 3500']
                  last                 last ['P6,299 3453 401 3500']
                molars               molars ['P6,423 3453 620 3500']
                    in                   in ['P6,644 3453 700 3500']
                 upper                upper ['P6,722 3468 890 3514']
                   and                  and ['P6,913 3453 1017 3500']
                 lower                lower ['P6,1039 3453 1207 3500']
                  jaws                 jaws ['P6,1221 3453 1359 3514']
                   are                  are ['P6,1384 3468 1470 3500']
           rudimentary          rudimentary ['P6,1492 3453 1855 3514']
                    if                   if ['P6,1877 3453 1924 3500']
               present              present ['P6,1939 3460 2152 3514']
                   but                  but ['P6,12 3530 107 3578']
                  more                 more ['P6,140 3545 290 3578']
                 often                often ['P6,326 3530 475 3578']
                absent               absent ['P6,510 3530 710 3578']
                     .                    . ['P6,510 3530 710 3578']
                Except               Except ['P6,747 3531 952 3591']
                   for                  for ['P6,986 3530 1071 3578']
                   the                  the ['P6,1103 3530 1191 3578']
             secondary            secondary ['P6,1228 3530 1526 3592']
           advancement          advancement ['P6,1562 3530 1949 3578']
                    in                   in ['P6,1982 3530 2037 3577']
X1            increased           in-creased ['P6,2071 3530 2148 3577', 'P6,14 3607 233 3654']
                 molar                molar ['P6,267 3607 439 3654']
                 count                count ['P6,471 3614 649 3663']
                     ,                    , ['P6,471 3614 649 3663']
                   the                  the ['P6,686 3607 773 3654']
               overall              overall ['P6,809 3607 1011 3654']
               formula              formula ['P6,1046 3607 1279 3654']
                    is                   is ['P6,1312 3607 1358 3654']
                 close                close ['P6,1394 3607 1542 3654']
                    to                   to ['P6,1577 3614 1631 3654']
                  what                 what ['P6,1667 3607 1809 3654']
                   one                  one ['P6,1843 3622 1946 3654']
                 might                might ['P6,1981 3607 2152 3668']
                expect               expect ['P6,14 3691 205 3745']
                    in                   in ['P6,232 3684 287 3731']
                     a                    a ['P6,317 3699 347 3732']
                common               common ['P6,375 3699 631 3732']
              ancestor             ancestor ['P6,661 3691 905 3732']
                    to                   to ['P6,931 3691 986 3732']
            marsupials           marsupials ['P6,1015 3684 1331 3745']
                   and                  and ['P6,1362 3684 1466 3732']
            placentals           placentals ['P6,1493 3684 1801 3746']
                     .                    . ['P6,1493 3684 1801 3746']
                  This                 This ['P6,1832 3684 1960 3732']
                 paper                paper ['P6,1988 3699 2152 3745']
                  also                 also ['P6,15 3761 129 3808']
              presents             presents ['P6,150 3768 389 3822']
                   the                  the ['P6,411 3761 499 3808']
X2                 ?rst                first ['P6,520 3761 634 3808']
              detailed             detailed ['P6,654 3761 885 3808']
                 study                study ['P6,907 3761 1062 3822']
                    of                   of ['P6,1083 3761 1147 3808']
        pre-Cretaceous       pre-Cretaceous ['P6,1161 3761 1605 3822']
                 tooth                tooth ['P6,1625 3761 1775 3808']
           replacement          replacement ['P6,1792 3761 2153 3822']
                within               within ['P7,14 17 200 65']
                   the                  the ['P7,238 17 326 65']
            Holotheria           Holotheria ['P7,364 17 692 65']
                     .                    . ['P7,364 17 692 65']
                  Most                 Most ['P7,733 18 884 65']
         interestingly        interestingly ['P7,921 17 1302 79']
                     ,                    , ['P7,921 17 1302 79']
                    D.                   D. ['P7,1339 19 1404 65']
            leiriensis           leiriensis ['P7,1449 17 1716 65']
             exhibited            exhibited ['P7,1753 17 2026 65']
                   the                  the ['P7,2062 17 2150 65']
                 basic                basic ['P7,12 94 162 141']
               pattern              pattern ['P7,205 101 410 155']
                    of                   of ['P7,454 94 518 141']
           diphyodonty          diphyodonty ['P7,557 94 926 155']
        characteristic       characteristic ['P7,971 94 1361 141']
                    of                   of ['P7,1405 94 1469 141']
           generalized          generalized ['P7,1507 94 1845 155']
             placental            placental ['P7,1886 94 2151 155']
               mammals              mammals ['P7,13 171 296 219']
                     (                    ( ['P7,337 171 463 230']
                  i.e.                 i.e. ['P7,337 171 463 230']
                     ,                    , ['P7,337 171 463 230']
             replacing            replacing ['P7,501 171 773 233']
                  only                 only ['P7,811 171 939 232']
                   the                  the ['P7,975 171 1063 219']
             antemolar            antemolar ['P7,1101 171 1394 219']
                 teeth                teeth ['P7,1428 171 1609 229']
                     )                    ) ['P7,1428 171 1609 229']
                     .                    . ['P7,1428 171 1609 229']
                Martin               Martin ['P7,1648 171 1847 219']
                  uses                 uses ['P7,1882 186 2006 219']
                  that                 that ['P7,2042 171 2152 219']
           information          information ['P7,13 248 360 295']
                    to                   to ['P7,394 255 449 295']
               suggest              suggest ['P7,486 255 704 309']
                  that                 that ['P7,736 248 845 295']
           dryolestids          dryolestids ['P7,879 248 1201 309']
                   did                  did ['P7,1237 248 1329 295']
                   not                  not ['P7,1362 255 1456 295']
                  have                 have ['P7,1488 248 1625 295']
                   the                  the ['P7,1659 248 1747 295']
          reproductive         reproductive ['P7,1780 248 2151 309']
               pattern              pattern ['P7,12 332 217 387']
                    of                   of ['P7,246 325 310 373']
                 short                short ['P7,336 325 480 373']
             gestation            gestation ['P7,508 325 772 387']
                    in                   in ['P7,800 325 856 372']
           combination          combination ['P7,885 325 1251 373']
                  with                 with ['P7,1280 325 1409 373']
             prolonged            prolonged ['P7,1436 325 1735 387']
             lactation            lactation ['P7,1762 325 2015 373']
                  that                 that ['P7,2042 325 2151 373']
                    is                   is ['P7,13 402 59 449']
        characteristic       characteristic ['P7,88 402 478 449']
                    of                   of ['P7,507 402 571 449']
                living               living ['P7,592 402 762 463']
            marsupials           marsupials ['P7,789 402 1122 463']
                     .                    . ['P7,789 402 1122 463']
              Although             Although ['P7,1152 402 1429 463']
                    we                   we ['P7,1455 417 1539 449']
                  will                 will ['P7,1566 402 1678 449']
              probably             probably ['P7,1703 402 1964 463']
                 never                never ['P7,1989 417 2152 449']
                  know                 know ['P7,12 479 174 527']
                  this                 this ['P7,206 479 310 527']
                   for                  for ['P7,342 479 427 527']
               certain              certain ['P7,457 479 671 535']
                     ,                    , ['P7,457 479 671 535']
                     I                    I ['P7,705 480 727 526']
                 would                would ['P7,758 479 941 527']
               venture              venture ['P7,972 486 1191 527']
                    to                   to ['P7,1222 486 1276 527']
                   add                  add ['P7,1309 479 1413 527']
                  that                 that ['P7,1443 479 1568 527']
                     :                    : ['P7,1443 479 1568 527']
                     (                    ( ['P7,1606 480 1686 537']
                     1                    1 ['P7,1606 480 1686 537']
                     )                    ) ['P7,1606 480 1686 537']
                Martin               Martin ['P7,1718 479 1963 527']
X2                   ?s                   's ['P7,1718 479 1963 527']
X1       interpretation      inter-pretation ['P7,1994 479 2149 527', 'P7,7 553 269 615']
                    is                   is ['P7,293 553 338 601']
            reasonable           reasonable ['P7,363 553 695 609']
                     ;                    ; ['P7,363 553 695 609']
                   and                  and ['P7,723 553 827 601']
                     (                    ( ['P7,852 554 932 612']
                     2                    2 ['P7,852 554 932 612']
                     )                    ) ['P7,852 554 932 612']
                   the                  the ['P7,957 553 1045 601']
            dryolestid           dryolestid ['P7,1070 553 1367 615']
                 tooth                tooth ['P7,1389 553 1539 601']
           replacement          replacement ['P7,1561 553 1922 615']
               pattern              pattern ['P7,1942 561 2146 615']
                 could                could ['P7,9 628 171 675']
                  well                 well ['P7,194 628 318 675']
                  have                 have ['P7,341 628 478 675']
             developed            developed ['P7,503 628 804 689']
                 while                while ['P7,827 628 988 675']
             oviparity            oviparity ['P7,1012 627 1275 689']
                 still                still ['P7,1301 628 1407 675']
             prevailed            prevailed ['P7,1428 628 1702 689']
                    in                   in ['P7,1723 628 1778 674']
             mammalian            mammalian ['P7,1800 628 2147 675']
          reproduction         reproduction ['P7,7 701 398 762']
                     .                    . ['P7,7 701 398 762']
                    On                   On ['P7,83 775 170 822']
                   the                  the ['P7,205 775 293 822']
                 basis                basis ['P7,328 775 473 822']
                    of                   of ['P7,510 775 573 822']
                faunal               faunal ['P7,604 775 786 822']
              evidence             evidence ['P7,821 775 1081 822']
                     (                    ( ['P7,1119 775 1458 836']
           principally          principally ['P7,1119 775 1458 836']
                  from                 from ['P7,1494 775 1636 822']
                fossil               fossil ['P7,1670 775 1827 822']
               mammals              mammals ['P7,1861 775 2145 822']
                   and                  and ['P7,10 849 113 896']
            ostracodes           ostracodes ['P7,150 849 499 907']
                     )                    ) ['P7,150 849 499 907']
                     ,                    , ['P7,150 849 499 907']
                Martin               Martin ['P7,536 849 735 896']
              suggests             suggests ['P7,774 856 1018 910']
             existence            existence ['P7,1055 849 1326 896']
                    of                   of ['P7,1363 849 1426 896']
                strong               strong ['P7,1459 856 1638 910']
       biogeographical      biogeographical ['P7,1672 849 2146 910']
           connections          connections ['P7,9 923 357 971']
               between              between ['P7,381 923 626 971']
               western              western ['P7,649 930 877 971']
              Portugal             Portugal ['P7,900 923 1148 985']
                   and                  and ['P7,1172 923 1276 971']
                   the                  the ['P7,1297 923 1386 971']
                 North                North ['P7,1408 923 1579 971']
              American             American ['P7,1601 923 1890 971']
               Rockies              Rockies ['P7,1910 923 2144 971']
                during               during ['P7,9 997 198 1059']
                   the                  the ['P7,229 997 317 1045']
                  Late                 Late ['P7,347 999 476 1045']
              Jurassic             Jurassic ['P7,506 997 736 1045']
                     (                    ( ['P7,770 997 897 1056']
                   and                  and ['P7,770 997 897 1056']
            continuing           continuing ['P7,927 997 1240 1059']
                 until                until ['P7,1270 997 1404 1045']
                   the                  the ['P7,1433 997 1521 1045']
              Jurassic             Jurassic ['P7,1551 997 2146 1045']
X3 -                   .                    ? ['P7,1551 997 2146 1045']
                     ?                    ? ['P7,1551 997 2146 1045']
X3                    .                    ? ['P7,1551 997 2146 1045']
            Cretaceous           Cretaceous ['P7,1551 997 2146 1045']
            transition           transition ['P7,8 1072 324 1130']
X1                    )                    } ['P7,8 1072 324 1130']
                     .                    . ['P7,8 1072 324 1130']
       Paleogeographic      Paleogeographic ['P7,359 1072 849 1133']
               effects              effects ['P7,882 1071 1075 1119']
                    of                   of ['P7,1109 1071 1172 1119']
                   the                  the ['P7,1199 1072 1286 1119']
               opening              opening ['P7,1320 1072 1553 1133']
                    of                   of ['P7,1587 1071 1650 1119']
                   the                  the ['P7,1676 1072 1764 1119']
                 proto                proto ['P7,1795 1072 2147 1133']
X2                    .                    - ['P7,1795 1072 2147 1133']
X3                    ?                    N ['P7,1795 1072 2147 1133']
X3                    .                    o ['P7,1795 1072 2147 1133']
X1                North                  rth ['P7,1795 1072 2147 1133']
              Atlantic             Atlantic ['P7,8 1146 243 1193']
                 basin                basin ['P7,274 1146 444 1201']
                     ,                    , ['P7,274 1146 444 1201']
             therefore            therefore ['P7,477 1145 757 1201']
                     ,                    , ['P7,477 1145 757 1201']
                  were                 were ['P7,790 1160 931 1193']
                   not                  not ['P7,961 1153 1054 1193']
                    as                   as ['P7,1085 1160 1141 1193']
             important            important ['P7,1172 1146 1459 1207']
                    in                   in ['P7,1488 1146 1543 1192']
               forming              forming ['P7,1573 1145 1808 1207']
              barriers             barriers ['P7,1838 1146 2061 1193']
                    to                   to ['P7,2090 1153 2144 1193']
                faunal               faunal ['P7,9 1219 190 1266']
              exchange             exchange ['P7,225 1219 500 1280']
                    as                   as ['P7,536 1234 592 1266']
                   had                  had ['P7,627 1219 732 1266']
                  been                 been ['P7,764 1219 903 1266']
               assumed              assumed ['P7,938 1219 1189 1266']
            previously           previously ['P7,1220 1219 1543 1280']
                     .                    . ['P7,1220 1219 1543 1280']
                    He                   He ['P7,1580 1220 1664 1266']
                closes               closes ['P7,1698 1219 1874 1266']
                   the                  the ['P7,1908 1219 1996 1266']
X1         biogeography        bio-geography ['P7,2028 1219 2144 1266', 'P7,9 1293 317 1354']
               section              section ['P7,353 1293 558 1340']
                  with                 with ['P7,591 1293 720 1340']
                     a                    a ['P7,753 1308 784 1340']
            suggestion           suggestion ['P7,817 1293 1129 1354']
                  that                 that ['P7,1161 1293 1271 1340']
           dryolestids          dryolestids ['P7,1303 1293 1627 1354']
                  were                 were ['P7,1660 1308 1801 1340']
           distributed          distributed ['P7,1833 1293 2147 1340']
             worldwide            worldwide ['P7,9 1367 322 1415']
                    by                   by ['P7,348 1367 420 1429']
                latest               latest ['P7,449 1367 603 1415']
              Jurassic             Jurassic ['P7,629 1367 860 1415']
                   and                  and ['P7,890 1367 994 1415']
              earliest             earliest ['P7,1021 1367 1232 1415']
            Cretaceous           Cretaceous ['P7,1259 1368 1582 1415']
                  time                 time ['P7,1609 1367 1756 1423']
                     ;                    ; ['P7,1609 1367 1756 1423']
                     a                    a ['P7,1787 1382 1817 1415']
                   few                  few ['P7,1842 1367 1950 1415']
                 forms                forms ['P7,1976 1367 2145 1415']
                   are                  are ['P7,10 1456 96 1489']
                 known                known ['P7,122 1441 322 1489']
                    to                   to ['P7,348 1449 403 1489']
                  have                 have ['P7,430 1441 567 1489']
             persisted            persisted ['P7,594 1441 856 1503']
                    in                   in ['P7,882 1441 937 1488']
                 South                South ['P7,965 1441 1134 1489']
                   and                  and ['P7,1162 1441 1266 1489']
                 North                North ['P7,1290 1441 1462 1489']
               America              America ['P7,1487 1441 1741 1489']
                  into                 into ['P7,1765 1441 1877 1489']
                   the                  the ['P7,1903 1441 1991 1489']
                  Late                 Late ['P7,2016 1443 2145 1489']
            Cretaceous           Cretaceous ['P7,9 1517 349 1564']
                     .                    . ['P7,9 1517 349 1564']
                  This                 This ['P7,82 1590 210 1638']
             monograph            monograph ['P7,244 1591 579 1652']
                    is                   is ['P7,612 1591 657 1638']
               written              written ['P7,692 1590 900 1638']
                    in                   in ['P7,932 1591 988 1637']
            high-level           high-level ['P7,1020 1591 1334 1652']
                     ,                    , ['P7,1020 1591 1334 1652']
            vocabulary           vocabulary ['P7,1370 1591 1839 1652']
X2                    ?                    - ['P7,1370 1591 1839 1652']
                  rich                 rich ['P7,1370 1591 1839 1652']
              academic             academic ['P7,1871 1590 2145 1638']
           Hochdeutsch          Hochdeutsch ['P7,8 1664 392 1711']
                   and                  and ['P7,422 1664 526 1711']
                    is                   is ['P7,555 1664 600 1711']
                   not                  not ['P7,631 1671 724 1711']
                   for                  for ['P7,752 1664 838 1711']
                   the                  the ['P7,865 1664 953 1711']
                 faint                faint ['P7,983 1664 1117 1711']
                    at                   at ['P7,1146 1671 1197 1711']
                 heart                heart ['P7,1224 1664 1385 1711']
                     .                    . ['P7,1224 1664 1385 1711']
               Despite              Despite ['P7,1418 1664 1641 1725']
                   its                  its ['P7,1670 1664 1736 1711']
X2            dif?culty           difficulty ['P7,1767 1664 2034 1725']
                   for                  for ['P7,2062 1664 2147 1711']
            non-native           non-native ['P7,8 1738 322 1786']
       German-speakers      German-speakers ['P7,351 1738 881 1799']
                     ,                    , ['P7,351 1738 881 1799']
                     I                    I ['P7,912 1739 934 1785']
X2                 View                 view ['P7,962 1738 1103 1785']
                Thomas               Thomas ['P7,1132 1738 1366 1785']
                Martin               Martin ['P7,1395 1738 1640 1785']
X2                   ?s                   's ['P7,1395 1738 1640 1785']
                 paper                paper ['P7,1668 1753 1833 1799']
                    as                   as ['P7,1861 1753 1917 1785']
                having               having ['P7,1946 1738 2145 1799']
              provided             provided ['P7,7 1812 269 1874']
                     a                    a ['P7,302 1827 333 1860']
          tremendously         tremendously ['P7,364 1812 764 1873']
             important            important ['P7,797 1812 1084 1874']
               service              service ['P7,1117 1812 1324 1860']
                    to                   to ['P7,1357 1819 1412 1860']
                   the                  the ['P7,1445 1812 1533 1860']
               general              general ['P7,1566 1812 1780 1874']
             community            community ['P7,1812 1812 2146 1873']
                    of                   of ['P7,9 1886 72 1934']
              Mesozoic             Mesozoic ['P7,91 1886 375 1934']
          mammalogists         mammalogists ['P7,400 1886 843 1948']
                     .                    . ['P7,400 1886 843 1948']
                  Also                 Also ['P7,870 1886 1023 1942']
                     ,                    , ['P7,870 1886 1023 1942']
                   the                  the ['P7,1049 1886 1137 1934']
                 whole                whole ['P7,1161 1886 1338 1934']
             Guimarota            Guimarota ['P7,1363 1886 1677 1934']
                 fauna                fauna ['P7,1699 1886 1862 1934']
                stands               stands ['P7,1885 1886 2064 1934']
                    as                   as ['P7,2088 1901 2144 1934']
                     a                    a ['P7,10 1975 40 2008']
              monument             monument ['P7,76 1967 391 2008']
                    to                   to ['P7,427 1967 482 2008']
                   the                  the ['P7,519 1960 607 2008']
X2            scienti?c           scientific ['P7,647 1960 908 2008']
                 value                value ['P7,947 1960 1104 2008']
                    of                   of ['P7,1142 1960 1206 2008']
             combining            combining ['P7,1237 1960 1550 2022']
              diligent             diligent ['P7,1588 1960 1812 2022']
X3 fieldwork            ?eldwork             fieldwor ['P7,1848 1960 2144 2016']
X1                    ,                   k, ['P7,1848 1960 2144 2016']
X2                 1ong                 long ['P7,8 2035 299 2096']
X2                    ?                    - ['P7,8 2035 299 2096']
                  term                 term ['P7,8 2035 299 2096']
               efforts              efforts ['P7,320 2034 509 2082']
                    in                   in ['P7,532 2035 588 2081']
            collection           collection ['P7,610 2035 914 2090']
                     ,                    , ['P7,610 2035 914 2090']
                   and                  and ['P7,941 2035 1044 2082']
            meticulous           meticulous ['P7,1065 2035 1385 2082']
           preparation          preparation ['P7,1407 2034 1743 2096']
                   and                  and ['P7,1765 2035 1868 2082']
              curation             curation ['P7,1888 2034 2142 2082']
                     .                    . ['P7,1888 2034 2142 2082']
                   All                  All ['P7,8 2108 100 2155']
                    of                   of ['P7,138 2108 201 2155']
                    us                   us ['P7,232 2123 312 2164']
                     ,                    , ['P7,232 2123 312 2164']
             including            including ['P7,351 2108 627 2169']
                Martin               Martin ['P7,664 2108 879 2164']
                     ,                    , ['P7,664 2108 879 2164']
                   are                  are ['P7,918 2123 1004 2155']
                   now                  now ['P7,1041 2123 1165 2155']
X2            bene?ting           benefiting ['P7,1201 2108 1494 2169']
                  from                 from ['P7,1532 2108 1674 2155']
                   the                  the ['P7,1708 2108 1796 2155']
            prodigious           prodigious ['P7,1832 2108 2144 2169']
               efforts              efforts ['P7,9 2182 197 2229']
                   put                  put ['P7,225 2189 319 2243']
                 forth                forth ['P7,345 2182 487 2229']
                    at                   at ['P7,515 2189 566 2229']
             Guimarota            Guimarota ['P7,592 2182 906 2230']
                    by                   by ['P7,931 2182 1003 2243']
                   the                  the ['P7,1030 2182 1118 2229']
              talented             talented ['P7,1145 2182 1377 2229']
                 array                array ['P7,1404 2197 1552 2243']
                    of                   of ['P7,1579 2182 1643 2229']
                   his                  his ['P7,1662 2182 1745 2229']
          predecessors         predecessors ['P7,1771 2182 2146 2243']
                  from                 from ['P7,8 2257 151 2305']
                Berlin               Berlin ['P7,176 2257 373 2305']
                     .                    . ['P7,176 2257 373 2305']
                 JASON                JASON ['P7,1341 2395 1563 2442']
                    A.                   A. ['P7,1579 2395 1639 2442']
              LILLEGRA             LILLEGRA ['P7,1671 2395 2006 2442']
                   VEN                  VEN ['P7,2014 2396 2153 2442']
           Departments          Departments ['P7,297 2471 678 2530']
                    of                   of ['P7,706 2470 772 2530']
    Geology/Geophysics   Geology/Geophysics ['P7,790 2470 1396 2530']
                   and                  and ['P7,1422 2470 1534 2517']
    Zoology/Physiology   Zoology/Physiology ['P7,1556 2470 2147 2530']
                   The                  The ['P7,1322 2543 1427 2590']
            University           University ['P7,1461 2545 1760 2603']
                    of                   of ['P7,1787 2543 1854 2604']
               Wyoming              Wyoming ['P7,1873 2545 2145 2604']
               Laramie              Laramie ['P7,1192 2618 1454 2671']
                     ,                    , ['P7,1192 2618 1454 2671']
               Wyoming              Wyoming ['P7,1491 2618 1763 2677']
            82071-3006           82071-3006 ['P7,1792 2616 2148 2664']
              Received             Received ['P7,6 2703 276 2751']
                    16                   16 ['P7,302 2703 375 2750']
                  June                 June ['P7,397 2705 535 2751']
                  2000                 2000 ['P7,563 2704 730 2758']
                     ;                    ; ['P7,563 2704 730 2758']
              accepted             accepted ['P7,761 2703 1024 2764']
                    28                   28 ['P7,1048 2704 1121 2750']
X2                 Jane                 June ['P7,1146 2705 1284 2751']
                  2000                 2000 ['P7,1312 2704 1469 2751']
                     .                    . ['P7,1312 2704 1469 2751']
              HOMINOID             HOMINOID ['P7,6 2839 215 2866']
             EVOLUTION            EVOLUTION ['P7,230 2839 465 2866']
                   AND                  AND ['P7,481 2839 567 2865']
              CLIMATIC             CLIMATIC ['P7,584 2839 776 2866']
                CHANGE               CHANGE ['P7,793 2839 961 2866']
                    IN                   IN ['P7,977 2839 1019 2865']
                EUROPE               EUROPE ['P7,1034 2839 1200 2866']
                     :                    : ['P7,1034 2839 1200 2866']
                VOLUME               VOLUME ['P7,1218 2839 1392 2866']
                     1                    1 ['P7,1411 2839 1435 2870']
                     ,                    , ['P7,1411 2839 1435 2870']
                   THE                  THE ['P7,1451 2839 1530 2865']
             EVOLUTION            EVOLUTION ['P7,1545 2839 1780 2866']
                    OF                   OF ['P7,1795 2839 1846 2866']
               NEOGENE              NEOGENE ['P7,1860 2839 2052 2866']
                   TER                  TER ['P7,6 2880 94 2906']
X2                    ?                    - ['P7,6 2880 94 2906']
              RESTRIAL             RESTRIAL ['P7,109 2880 303 2906']
            ECOSYSTEMS           ECOSYSTEMS ['P7,317 2880 580 2906']
                    IN                   IN ['P7,596 2880 638 2906']
                EUROPE               EUROPE ['P7,652 2880 818 2911']
                     ,                    , ['P7,652 2880 818 2911']
                    by                   by ['P7,834 2880 873 2914']
                     J                    J ['P7,888 2880 903 2906']
                     .                    . ['P7,906 2902 911 2906']
                Agusti               Agusti ['P7,927 2880 1044 2914']
                     ,                    , ['P7,927 2880 1044 2914']
                    L.                   L. ['P7,1059 2880 1092 2906']
                  Rook                 Rook ['P7,1108 2880 1204 2911']
                     ,                    , ['P7,1108 2880 1204 2911']
                   and                  and ['P7,1221 2880 1278 2906']
                    P.                   P. ['P7,1292 2880 1315 2906']
               Andrews              Andrews ['P7,1331 2880 1476 2906']
                     (                    ( ['P7,1492 2880 1590 2912']
                   eds                  eds ['P7,1492 2880 1590 2912']
                     .                    . ['P7,1492 2880 1590 2912']
                     )                    ) ['P7,1492 2880 1590 2912']
                     ,                    , ['P7,1492 2880 1590 2912']
                  1999                 1999 ['P7,1610 2880 1695 2907']
                     .                    . ['P7,1610 2880 1695 2907']
             Cambridge            Cambridge ['P7,1711 2880 1891 2914']
            University           University ['P7,1905 2880 2076 2914']
                 Press                Press ['P7,6 2927 198 2989']
                     ,                    , ['P7,6 2927 198 2989']
                   512                  512 ['P7,229 2926 349 2979']
                   pp.                  pp. ['P7,6 3021 127 3074']
                     ,                    , ['P7,6 3021 127 3074']
                     $                    $ ['P7,164 3001 325 3064']
                   100                  100 ['P7,164 3001 325 3064']
                     (                    ( ['P7,360 3004 734 3071']
              hardback             hardback ['P7,360 3004 734 3071']
                     )                    ) ['P7,360 3004 734 3071']
                     ,                    , ['P7,360 3004 734 3071']
                  ISBN                 ISBN ['P7,769 3004 957 3058']
         0-521-64097-0        0-521-64097-0 ['P7,987 3004 1501 3059']
                     .                    . ['P7,987 3004 1501 3059']
                   The                  The ['P7,81 3227 194 3275']
                 theme                theme ['P7,228 3227 407 3275']
                    of                   of ['P7,442 3227 506 3275']
                   the                  the ['P7,535 3227 623 3275']
                  book                 book ['P7,657 3227 805 3275']
                    is                   is ['P7,838 3227 884 3275']
                  well                 well ['P7,920 3227 1045 3275']
                   set                  set ['P7,1081 3234 1160 3275']
                  with                 with ['P7,1193 3227 1323 3275']
                   the                  the ['P7,1356 3227 1444 3275']
                 cover                cover ['P7,1479 3242 1643 3275']
          illustration         illustration ['P7,1675 3227 1995 3275']
                    of                   of ['P7,2029 3227 2093 3275']
                     a                    a ['P7,2122 3242 2153 3275']
        reconstruction       reconstruction ['P8,6 20 429 68']
                    of                   of ['P8,455 20 519 68']
                   the                  the ['P8,539 20 627 68']
                 early                early ['P8,653 20 798 81']
              Turolian             Turolian ['P8,823 20 1071 68']
             landscape            landscape ['P8,1096 20 1386 81']
                  from                 from ['P8,1410 20 1553 68']
           Crevillente          Crevillente ['P8,1577 20 1919 76']
                     ,                    , ['P8,1577 20 1919 76']
               eastern              eastern ['P8,1945 27 2152 68']
                 Spain                Spain ['P8,9 95 189 156']
                     .                    . ['P8,9 95 189 156']
                   The                  The ['P8,225 95 337 143']
               editors              editors ['P8,371 95 568 143']
                  have                 have ['P8,601 95 739 143']
             assembled            assembled ['P8,772 95 1078 143']
                    23                   23 ['P8,1110 96 1178 143']
              chapters             chapters ['P8,1214 95 1456 156']
               written              written ['P8,1490 95 1697 143']
                    by                   by ['P8,1728 95 1800 156']
                    59                   59 ['P8,1833 95 1903 143']
               authors              authors ['P8,1937 95 2150 143']
                   and                  and ['P8,9 170 113 218']
             assembled            assembled ['P8,144 170 450 218']
                  into                 into ['P8,479 170 591 218']
                  four                 four ['P8,623 170 745 218']
                 parts                parts ['P8,772 177 914 231']
                within               within ['P8,945 170 1132 218']
                   the                  the ['P8,1162 170 1250 218']
                   512                  512 ['P8,1281 170 1388 218']
                 pages                pages ['P8,1418 185 1601 232']
                     ,                    , ['P8,1418 185 1601 232']
             including            including ['P8,1633 170 1910 232']
                     a                    a ['P8,1942 185 1973 218']
X1        comprehensive       com-prehensive ['P8,2003 185 2150 218', 'P8,6 245 326 307']
                 index                index ['P8,357 245 535 293']
                     .                    . ['P8,357 245 535 293']
X2                    ?                    " ['P8,577 245 727 293']
                   The                  The ['P8,577 245 727 293']
                  late                 late ['P8,759 245 864 293']
               Neogene              Neogene ['P8,894 246 1156 307']
                     (                    ( ['P8,1189 245 1300 304']
                   the                  the ['P8,1189 245 1300 304']
                period               period ['P8,1330 245 1519 306']
               between              between ['P8,1548 245 1942 293']
                     ?                    ? ['P8,1548 245 1942 293']
X3 14                   l4                 ??14 ['P8,1548 245 1942 293']
                   and                  and ['P8,1974 245 2153 293']
X3                    ?                  ??? ['P8,1974 245 2153 293']
                   2.4                  2.4 ['P8,8 321 97 368']
                    Ma                   Ma ['P8,132 321 251 378']
                     )                    ) ['P8,132 321 251 378']
                    is                   is ['P8,287 320 333 368']
                   one                  one ['P8,370 335 473 368']
                    of                   of ['P8,509 320 573 368']
                   the                  the ['P8,602 320 690 368']
                  most                 most ['P8,725 327 868 368']
           interesting          interesting ['P8,901 320 1211 382']
                phases               phases ['P8,1245 320 1440 382']
                    in                   in ['P8,1474 320 1530 367']
            understand           understand ['P8,1563 320 2026 382']
                     [                    [ ['P8,1563 320 2026 382']
                   ing                  ing ['P8,1563 320 2026 382']
                     ]                    ] ['P8,1563 320 2026 382']
                   the                  the ['P8,2063 320 2151 368']
               present              present ['P8,6 402 220 457']
X2         con?guration        configuration ['P8,249 395 642 456']
                    of                   of ['P8,672 395 736 443']
           terrestrial          terrestrial ['P8,760 395 1042 443']
            ecosystems           ecosystems ['P8,1072 402 1421 456']
                     .                    . ['P8,1072 402 1421 456']
                    It                   It ['P8,1454 396 1498 443']
                   was                  was ['P8,1527 410 1638 443']
                during               during ['P8,1669 395 1859 457']
                  this                 this ['P8,1888 395 1992 443']
                  time                 time ['P8,2022 395 2152 443']
                  that                 that ['P8,7 470 117 518']
                   the                  the ['P8,141 470 229 518']
                change               change ['P8,255 470 461 532']
                  took                 took ['P8,486 470 618 518']
                 place                place ['P8,640 470 795 532']
                  from                 from ['P8,820 470 963 518']
                   the                  the ['P8,986 470 1074 518']
                middle               middle ['P8,1098 470 1302 518']
               Miocene              Miocene ['P8,1326 470 1583 518']
              dominant             dominant ['P8,1608 470 1886 518']
X1          subtropical         subtrop-ical ['P8,1910 470 2150 532', 'P8,7 545 112 593']
               forests              forests ['P8,143 545 336 593']
                  that                 that ['P8,367 545 478 593']
